GeneID	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000070794	0.015958358212161	0.114359513439497	0.17144463283576	17	30352239	30400042	1	protein_coding	greb1	growth regulation by estrogen in breast cancer 1 [Source:ZFIN;Acc:ZDB-GENE-070112-332]
ENSDARG00000104267	0.015998416603367	0.114604826294549	-0.290549562741161	15	32852115	32882686	1	protein_coding	postnb	periostin, osteoblast specific factor b [Source:ZFIN;Acc:ZDB-GENE-030131-9120]
ENSDARG00000052522	0.0160358171411051	0.114815641843486	-0.243223057587072	12	20483317	20494286	-1	protein_coding	snx11	sorting nexin 11 [Source:ZFIN;Acc:ZDB-GENE-041111-253]
ENSDARG00000092067	0.0160395192814753	0.114815641843486	0.170336451621196	16	31890786	31913397	1	protein_coding	atn1	atrophin 1 [Source:ZFIN;Acc:ZDB-GENE-030131-426]
ENSDARG00000063690	0.0161108312370669	0.115284161973206	-0.331962601425599	19	816399	822466	1	protein_coding	nrm	nurim (nuclear envelope membrane protein [Source:ZFIN;Acc:ZDB-GENE-060503-445]
ENSDARG00000071709	0.0161189992322127	0.115300666871584	-0.328400626313796	12	9665329	9735645	1	protein_coding	ppp1r9bb	protein phosphatase 1, regulatory subunit 9Bb [Source:ZFIN;Acc:ZDB-GENE-121214-117]
ENSDARG00000078966	0.0161962788929032	0.11581134209462	0.164584245508624	22	32281298	32286500	1	protein_coding	rbm15b	RNA binding motif protein 15B [Source:ZFIN;Acc:ZDB-GENE-080204-91]
ENSDARG00000000503	0.0162127680949344	0.115887122527418	-0.235360969269534	19	5241820	5338213	-1	protein_coding	stx1b	syntaxin 1B [Source:ZFIN;Acc:ZDB-GENE-000330-4]
ENSDARG00000031702	0.0162738759903916	0.116281661680709	-0.265578304516661	12	6325145	6418106	1	protein_coding	prkg1b	protein kinase, cGMP-dependent, type Ib [Source:ZFIN;Acc:ZDB-GENE-080225-40]
ENSDARG00000005891	0.0162839344029438	0.116311283093793	-0.217756392919224	4	11804413	11811950	-1	protein_coding	cyb5r3	cytochrome b5 reductase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-3281]
ENSDARG00000077999	0.0164291419381309	0.117305862455525	-0.333610261842956	24	377632	384326	1	protein_coding	si:ch1073-59l16.1	si:ch1073-59l16.1 [Source:ZFIN;Acc:ZDB-GENE-131127-395]
ENSDARG00000002670	0.0164388067980989	0.117332281758129	0.152867612757053	17	10592332	10610643	1	protein_coding	ATG14	autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]
ENSDARG00000102061	0.0164783268474886	0.117571696560373	-0.209048324040408	22	24131243	24142525	1	protein_coding	b3galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2078]
ENSDARG00000003270	0.0165507770623305	0.118045806959066	0.160888064390862	3	13273823	13287705	-1	protein_coding	dhps	deoxyhypusine synthase [Source:ZFIN;Acc:ZDB-GENE-040426-2001]
ENSDARG00000070498	0.0166990060448203	0.119059857886068	-0.331159895835677	12	7412092	7480413	1	protein_coding	phyhiplb	phytanoyl-CoA 2-hydroxylase interacting protein-like b [Source:ZFIN;Acc:ZDB-GENE-040927-27]
ENSDARG00000061719	0.0167105462140187	0.119068444541762	0.241621854138961	25	28271325	28325287	-1	protein_coding	si:dkey-23p11.2	si:dkey-23p11.2 [Source:ZFIN;Acc:ZDB-GENE-100427-4]
ENSDARG00000030417	0.016714250214026	0.119068444541762	0.188814908317887	1	53597305	53684756	-1	protein_coding	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]
ENSDARG00000038898	0.0167224231935168	0.119068444541762	0.329547921782125	2	26936334	26941160	-1	protein_coding	zgc:113691	zgc:113691 [Source:ZFIN;Acc:ZDB-GENE-050220-7]
ENSDARG00000002947	0.0167244223612875	0.119068444541762	-0.292152400238126	2	15440938	15456922	-1	protein_coding	abcd3b	ATP-binding cassette, sub-family D (ALD), member 3b [Source:ZFIN;Acc:ZDB-GENE-050517-29]
ENSDARG00000076484	0.0167821618924163	0.1194362903711	0.333386308516056	22	10251738	10324699	-1	protein_coding	stab1	stabilin 1 [Source:ZFIN;Acc:ZDB-GENE-050208-554]
ENSDARG00000036912	0.0167905646199914	0.119452874010796	0.334049124160258	19	3435532	3440524	-1	protein_coding	edn1	endothelin 1 [Source:ZFIN;Acc:ZDB-GENE-000920-1]
ENSDARG00000078815	0.0168057167179178	0.119517445248793	-0.32304520037021	8	44629634	44701354	1	protein_coding	grk5l	G protein-coupled receptor kinase 5 like [Source:ZFIN;Acc:ZDB-GENE-081105-95]
ENSDARG00000029718	0.016814645810925	0.119537729579583	-0.283737433936836	1	44044851	44057087	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]
ENSDARG00000033446	0.0168330484435442	0.119625323675201	-0.33430309201493	12	26451088	26468304	-1	protein_coding	si:dkey-57h18.2	si:dkey-57h18.2 [Source:ZFIN;Acc:ZDB-GENE-130531-48]
ENSDARG00000069360	0.0168648889427655	0.119808317223958	-0.126908033833017	1	50913990	50947637	-1	protein_coding	ppp3r1b	protein phosphatase 3 (formerly 2B), regulatory s1ubunit B, alpha isoform, b [Source:ZFIN;Acc:ZDB-GENE-040912-18]
ENSDARG00000074794	0.0168823571257739	0.11988911444805	0.260897897327404	6	57544912	57623636	1	protein_coding	necab3	N-terminal EF-hand calcium binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-131121-74]
ENSDARG00000026801	0.0168934298374205	0.119892238142548	0.159330738873017	24	12873167	13095638	1	protein_coding	stau2	staufen double-stranded RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-687]
ENSDARG00000056078	0.0168971329977871	0.119892238142548	-0.193737708262246	9	32502174	32532927	-1	protein_coding	rftn2	raftlin family member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2760]
ENSDARG00000101187	0.0169010816109646	0.119892238142548	0.329656067448465	2	48932125	48936128	1	processed_transcript	si:dkey-53k12.48	si:dkey-53k12.48 [Source:ZFIN;Acc:ZDB-GENE-141211-11]
ENSDARG00000074335	0.016914226824176	0.119942233546635	0.110848275257377	24	21061824	21114526	-1	protein_coding	boc	BOC cell adhesion associated, oncogene regulated [Source:ZFIN;Acc:ZDB-GENE-030131-6560]
ENSDARG00000012874	0.0169248367324327	0.119974221031958	-0.137758655604873	17	33462808	33478182	1	protein_coding	snap23.1	synaptosomal-associated protein 23.1 [Source:ZFIN;Acc:ZDB-GENE-040426-883]
ENSDARG00000029944	0.016966407049267	0.120225573871085	0.160555979483891	4	17349754	17364289	-1	protein_coding	parpbp	PARP1 binding protein [Source:ZFIN;Acc:ZDB-GENE-060421-5714]
ENSDARG00000027353	0.0169995859073899	0.120417304423575	0.124661271632821	9	21619442	21649295	-1	protein_coding	zmym2	zinc finger, MYM-type 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2408]
ENSDARG00000091667	0.0170175589269712	0.120498579892163	0.243392591551325	25	36639060	36645285	1	protein_coding	si:dkey-234i14.3	si:dkey-234i14.3 [Source:ZFIN;Acc:ZDB-GENE-131121-422]
ENSDARG00000008936	0.0170270085702847	0.120498579892163	-0.172459514559934	18	26805705	26815345	-1	protein_coding	sec11a	SEC11 homolog A, signal peptidase complex subunit [Source:ZFIN;Acc:ZDB-GENE-040718-227]
ENSDARG00000039269	0.0170294368410459	0.120498579892163	-0.327046088152178	13	32894097	32903924	1	protein_coding	arg2	arginase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-1334]
ENSDARG00000028173	0.0170379191180797	0.120515248821196	-0.288026329716303	2	32408679	32474705	-1	protein_coding	slc4a2a	solute carrier family 4 (anion exchanger), member 2a [Source:ZFIN;Acc:ZDB-GENE-051101-2]
ENSDARG00000030945	0.0170919484269429	0.120811536265643	0.158982486329464	15	16187125	16241581	-1	protein_coding	si:ch211-259g3.4	si:ch211-259g3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8118]
ENSDARG00000005883	0.0170946957905972	0.120811536265643	0.221314243114867	3	19001063	19050911	-1	protein_coding	rfx1a	regulatory factor X, 1a (influences HLA class II expression) [Source:ZFIN;Acc:ZDB-GENE-070424-94]
ENSDARG00000013705	0.0170982317606401	0.120811536265643	0.190788460458182	20	18874546	18895206	-1	protein_coding	ccm2	cerebral cavernous malformation 2 [Source:ZFIN;Acc:ZDB-GENE-040712-6]
ENSDARG00000061191	0.0171570321210159	0.121109889536561	-0.33332949236366	19	42797849	42821953	-1	protein_coding	plekho1a	pleckstrin homology domain containing, family O member 1a [Source:ZFIN;Acc:ZDB-GENE-060503-433]
ENSDARG00000104945	0.0171629566761904	0.121109889536561	-0.272839508270526	14	45619121	45653489	1	protein_coding	sncb	synuclein, beta [Source:ZFIN;Acc:ZDB-GENE-040426-1615]
ENSDARG00000087483	0.0171649250932094	0.121109889536561	-0.231437231317154	24	24025740	24032467	1	protein_coding	si:dkey-226l10.6	si:dkey-226l10.6 [Source:ZFIN;Acc:ZDB-GENE-030131-1550]
ENSDARG00000074337	0.0171650842370969	0.121109889536561	0.266434565180449	6	57637496	57725987	-1	protein_coding	cbfa2t2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 [Source:ZFIN;Acc:ZDB-GENE-070209-1]
ENSDARG00000042458	0.0172180660937244	0.121396008671022	0.128560641677212	11	45049043	45057477	-1	protein_coding	rfc4	replication factor C (activator 1) 4 [Source:ZFIN;Acc:ZDB-GENE-040824-3]
ENSDARG00000059945	0.0172199663291051	0.121396008671022	-0.321372181780606	16	46137709	46235989	1	protein_coding	sv2a	synaptic vesicle glycoprotein 2A [Source:ZFIN;Acc:ZDB-GENE-131001-1]
ENSDARG00000059699	0.017224150282183	0.121396008671022	-0.317221924551138	23	37394386	37411849	-1	protein_coding	DNAJC16 (1 of many)	DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]
ENSDARG00000006553	0.0172595223154887	0.121601741929791	-0.143363236959431	3	32279032	32284407	1	protein_coding	rras	related RAS viral (r-ras) oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-041010-217]
ENSDARG00000102546	0.0173019768484921	0.121857209662259	0.129340635091928	8	53615204	53627383	-1	protein_coding	cdk11b	cyclin-dependent kinase 11B [Source:ZFIN;Acc:ZDB-GENE-041212-74]
ENSDARG00000095386	0.017385714901366	0.122403148827763	-0.273374405762438	18	44288169	44292343	-1	protein_coding	pimr179	Pim proto-oncogene, serine/threonine kinase, related 179 [Source:ZFIN;Acc:ZDB-GENE-050419-252]
ENSDARG00000097118	0.0174889559397466	0.12308595788578	-0.252704866086356	2	329611	331728	-1	lincRNA	si:dkey-33c14.3	si:dkey-33c14.3 [Source:ZFIN;Acc:ZDB-GENE-131121-627]
ENSDARG00000092774	0.0175204471888866	0.123231757846613	0.227066091810932	18	321698	337202	-1	protein_coding	tarsl2	threonyl-tRNA synthetase-like 2 [Source:ZFIN;Acc:ZDB-GENE-081104-490]
ENSDARG00000025081	0.017523047399328	0.123231757846613	0.177505399822966	24	36451170	36476519	1	protein_coding	grnb	granulin b [Source:ZFIN;Acc:ZDB-GENE-030131-7393]
ENSDARG00000076120	0.0175284661915928	0.123231757846613	0.140744304207168	11	21749775	21933824	1	protein_coding	foxp4	forkhead box P4 [Source:ZFIN;Acc:ZDB-GENE-101207-1]
ENSDARG00000034685	0.0175882835539892	0.123608119253491	-0.246689558146775	6	13650420	13740721	1	protein_coding	tmem198b	transmembrane protein 198b [Source:ZFIN;Acc:ZDB-GENE-050809-123]
ENSDARG00000103848	0.0175995750471503	0.123643300268748	-0.330655898412647	5	51979447	52086976	1	protein_coding	apba1a	amyloid beta (A4) precursor protein-binding, family A, member 1a [Source:ZFIN;Acc:ZDB-GENE-060526-175]
ENSDARG00000020301	0.017669394489333	0.124089489110913	0.225951279790135	6	39205149	39221073	-1	protein_coding	os9	osteosarcoma amplified 9, endoplasmic reticulum lectin [Source:ZFIN;Acc:ZDB-GENE-060929-32]
ENSDARG00000034916	0.01771900589147	0.124393492109602	0.186732705547227	9	3310921	3342758	1	protein_coding	hat1	histone acetyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-040912-99]
ENSDARG00000061159	0.0177409665769448	0.124503229944731	0.124053538706112	18	44636963	44653514	1	protein_coding	gltscr1	glioma tumor suppressor candidate region gene 1 [Source:ZFIN;Acc:ZDB-GENE-031116-2]
ENSDARG00000102334	0.0177702615506873	0.12466434199842	0.316027454680856	9	56542461	56596681	-1	protein_coding	SH3RF3	SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699]
ENSDARG00000008292	0.0177965447747782	0.124804218276172	0.120116551948926	24	16838850	16858531	1	protein_coding	eif2s3	eukaryotic translation initiation factor 2, subunit 3 gamma [Source:ZFIN;Acc:ZDB-GENE-030131-5552]
ENSDARG00000021480	0.0178113912502609	0.124860735737776	0.315544554322394	2	20946803	20957662	1	protein_coding	olfml2bb	olfactomedin-like 2Bb [Source:ZFIN;Acc:ZDB-GENE-070912-266]
ENSDARG00000002750	0.0178172988264926	0.124860735737776	0.222874725194544	11	24806466	24827633	1	protein_coding	phf20a	PHD finger protein 20, a [Source:ZFIN;Acc:ZDB-GENE-070912-270]
ENSDARG00000056619	0.0178271730010362	0.124885441632259	0.191308327391362	21	22702337	22759459	1	protein_coding	arhgap42a	Rho GTPase activating protein 42a [Source:ZFIN;Acc:ZDB-GENE-030131-8077]
ENSDARG00000092402	0.0178881670901096	0.125268114926858	0.321837779034282	18	23891092	23902510	1	antisense	si:ch211-208h1.1	si:ch211-208h1.1 [Source:ZFIN;Acc:ZDB-GENE-050419-107]
ENSDARG00000010752	0.0178946890606148	0.125269191641051	-0.242497744944854	5	23014599	23070434	-1	protein_coding	acsl4b	acyl-CoA synthetase long-chain family member 4b [Source:ZFIN;Acc:ZDB-GENE-030131-6493]
ENSDARG00000013582	0.0179335181163504	0.125484361504137	0.12211579793268	25	13542832	13562849	-1	protein_coding	csnk2a2b	casein kinase 2, alpha prime polypeptide b [Source:ZFIN;Acc:ZDB-GENE-090406-4]
ENSDARG00000091574	0.0179381843602071	0.125484361504137	0.328015037911736	11	3277245	3298622	-1	protein_coding	suox	sulfite oxidase [Source:ZFIN;Acc:ZDB-GENE-070718-3]
ENSDARG00000090618	0.018074492697206	0.126378592518245	0.279400854193527	7	41355442	41412931	-1	protein_coding	malrd1	MAM and LDL receptor class A domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-140106-257]
ENSDARG00000096152	0.0180788653015272	0.126378592518245	0.279452703139926	4	57611745	57619388	1	protein_coding	si:dkey-149m13.4	si:dkey-149m13.4 [Source:ZFIN;Acc:ZDB-GENE-110914-34]
ENSDARG00000058267	0.0180898139616321	0.126410206195121	0.196236099620151	2	11037528	11074299	1	protein_coding	glmna	glomulin, FKBP associated protein a [Source:ZFIN;Acc:ZDB-GENE-041114-120]
ENSDARG00000052702	0.0181245308174874	0.126607828732527	-0.240540061606537	13	42555333	42598585	-1	protein_coding	capn1a	calpain 1, (mu/I) large subunit a [Source:ZFIN;Acc:ZDB-GENE-040426-1263]
ENSDARG00000020795	0.0181545651762259	0.126772613269982	-0.29775171663639	12	2988149	3007296	1	protein_coding	rac3b	ras-related C3 botulinum toxin substrate 3b (rho family, small GTP binding protein Rac3) [Source:ZFIN;Acc:ZDB-GENE-080220-21]
ENSDARG00000056235	0.018176758249444	0.126882544898798	0.130680270702529	17	20218112	20224119	1	protein_coding	smndc1	survival motor neuron domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-614]
ENSDARG00000009953	0.0182036809442388	0.127025401863824	0.163280304631624	9	34588625	34614872	1	protein_coding	med14	mediator complex subunit 14 [Source:ZFIN;Acc:ZDB-GENE-030131-8867]
ENSDARG00000012141	0.0182630611642922	0.127370494543734	0.113413490284833	13	25693895	25711624	-1	protein_coding	papolg	poly(A) polymerase gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1256]
ENSDARG00000011049	0.0182660853595584	0.127370494543734	-0.276311248891977	23	17596524	17622802	1	protein_coding	slc17a9b	solute carrier family 17 (vesicular nucleotide transporter), member 9b [Source:ZFIN;Acc:ZDB-GENE-040718-380]
ENSDARG00000101126	0.0182803292750406	0.127413690927088	0.232172527633606	6	22073459	22095006	1	protein_coding	atad5b	ATPase family, AAA domain containing 5b [Source:ZFIN;Acc:ZDB-GENE-030131-338]
ENSDARG00000069980	0.0182907326470196	0.127413690927088	-0.286179153620519	21	10609403	10638624	1	protein_coding	lman1	lectin, mannose-binding, 1 [Source:ZFIN;Acc:ZDB-GENE-060201-4]
ENSDARG00000099609	0.0182945312212018	0.127413690927088	-0.271401336799751	19	14197154	14199792	1	protein_coding	tpbga	trophoblast glycoprotein a [Source:ZFIN;Acc:ZDB-GENE-030827-4]
ENSDARG00000055874	0.0183020677774779	0.127413690927088	-0.205560031028637	1	20146545	20218360	-1	protein_coding	cpe	carboxypeptidase E [Source:ZFIN;Acc:ZDB-GENE-090313-68]
ENSDARG00000013708	0.0183046662884424	0.127413690927088	0.0858349251787584	9	33450500	33510294	1	protein_coding	usp9	ubiquitin specific peptidase 9 [Source:ZFIN;Acc:ZDB-GENE-061019-1]
ENSDARG00000044597	0.0183113056373118	0.127414818957043	0.113114020739159	21	30959381	30977122	-1	protein_coding	ncbp3	nuclear cap binding subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-826]
ENSDARG00000041237	0.0183284733916298	0.127489179662924	-0.215822337845663	16	7459125	7461982	-1	protein_coding	med18	mediator of RNA polymerase II transcription, subunit 18 homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040426-1276]
ENSDARG00000021905	0.0183620713006543	0.127669772768152	-0.250769322857019	16	25728413	25748814	-1	protein_coding	derl1	derlin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2793]
ENSDARG00000037284	0.0183674168539408	0.127669772768152	-0.213307271456227	23	27125378	27133457	1	protein_coding	ptges3a	prostaglandin E synthase 3a (cytosolic) [Source:ZFIN;Acc:ZDB-GENE-040426-2200]
ENSDARG00000035066	0.0183741935849773	0.127671763338074	0.109386575208588	3	19892164	19914042	-1	protein_coding	ubtf	upstream binding transcription factor, RNA polymerase I [Source:ZFIN;Acc:ZDB-GENE-030616-252]
ENSDARG00000024874	0.018436443923999	0.128024711729006	0.174586370699141	4	6825021	6984477	1	protein_coding	dock4b	dedicator of cytokinesis 4b [Source:ZFIN;Acc:ZDB-GENE-060130-74]
ENSDARG00000103787	0.0184380056086765	0.128024711729006	0.102727536535941	10	6520167	6587619	-1	protein_coding	chd1	chromodomain helicase DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7120]
ENSDARG00000102091	0.0184447624078203	0.128026436599941	0.294977759574288	1	58621585	58629495	1	protein_coding	ENSDARG00000102091	
ENSDARG00000033899	0.0184851770576485	0.12826169943598	0.162873208276163	18	45957024	45985719	1	protein_coding	ap2m1b	adaptor-related protein complex 2, mu 1 subunit, b [Source:ZFIN;Acc:ZDB-GENE-040426-1103]
ENSDARG00000007438	0.0185028166737692	0.128338824679025	0.176415480405494	24	37213010	37227532	-1	protein_coding	ube2ib	ubiquitin-conjugating enzyme E2Ib [Source:ZFIN;Acc:ZDB-GENE-990614-17]
ENSDARG00000002479	0.0185103363353746	0.128345726490361	0.119632328392756	5	23409785	23422719	1	protein_coding	ercc6l	excision repair cross-complementation group 6-like [Source:ZFIN;Acc:ZDB-GENE-060531-56]
ENSDARG00000045749	0.0185250211732512	0.128402287349903	-0.207042502947812	4	10814412	10836771	-1	protein_coding	ppfibp1a	PTPRF interacting protein, binding protein 1a (liprin beta 1) [Source:ZFIN;Acc:ZDB-GENE-041210-298]
ENSDARG00000017121	0.0185737822174708	0.128647147945159	-0.23853494848604	23	3462556	3465717	-1	protein_coding	mafba	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog Ba [Source:ZFIN;Acc:ZDB-GENE-980526-515]
ENSDARG00000074410	0.0185791189632986	0.128647147945159	0.172239440889686	15	27519442	27589930	-1	protein_coding	brip1	BRCA1 interacting protein C-terminal helicase 1 [Source:ZFIN;Acc:ZDB-GENE-081107-11]
ENSDARG00000086292	0.018583756468273	0.128647147945159	-0.161999300230665	12	36118664	36138764	-1	protein_coding	st6galnac	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase [Source:ZFIN;Acc:ZDB-GENE-050309-58]
ENSDARG00000098261	0.018586507775921	0.128647147945159	-0.315973871012886	21	11218425	11235248	-1	protein_coding	rtkn2b	rhotekin 2b [Source:ZFIN;Acc:ZDB-GENE-040912-64]
ENSDARG00000052747	0.0187062188665321	0.129430190405752	0.208834746015284	16	53703577	53714784	1	protein_coding	gpatch3	G patch domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070112-902]
ENSDARG00000030722	0.0187174330156483	0.129462245024901	0.323807165091027	2	24093963	24113167	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:ZFIN;Acc:ZDB-GENE-050221-2]
ENSDARG00000033099	0.0187413825210204	0.129582332362387	0.133889421771365	7	14147454	14201049	-1	protein_coding	kif7	kinesin family member 7 [Source:ZFIN;Acc:ZDB-GENE-050307-1]
ENSDARG00000006921	0.0187823343768422	0.129819852258209	0.180009324672968	25	10546344	10672001	-1	protein_coding	lrp5	low density lipoprotein receptor-related protein 5 [Source:ZFIN;Acc:ZDB-GENE-050518-2]
ENSDARG00000033999	0.0188071103316417	0.12985320791426	-0.248728665857307	12	8916918	8920510	-1	protein_coding	cyp26a1	cytochrome P450, family 26, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-990415-44]
ENSDARG00000000837	0.0188109172938196	0.12985320791426	-0.328837831762907	17	33205783	33249329	1	protein_coding	snx9a	sorting nexin 9a [Source:ZFIN;Acc:ZDB-GENE-030616-66]
ENSDARG00000070971	0.0188179397469493	0.12985320791426	0.21905889874037	25	8678922	8839849	-1	protein_coding	furinb	furin (paired basic amino acid cleaving enzyme) b [Source:ZFIN;Acc:ZDB-GENE-040901-2]
ENSDARG00000068996	0.0188229467051518	0.12985320791426	-0.236953114115678	10	29929304	29930127	-1	protein_coding	hist2h2l	histone 2, H2, like [Source:ZFIN;Acc:ZDB-GENE-031118-36]
ENSDARG00000092407	0.0188277776449733	0.12985320791426	0.306916211591804	16	26951249	26955883	1	protein_coding	ENSDARG00000092407	
ENSDARG00000021806	0.0188296826739583	0.12985320791426	0.160413816182357	12	25285279	25288668	-1	protein_coding	zfp36l2	zinc finger protein 36, C3H type-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5873]
ENSDARG00000036482	0.0188333690295046	0.12985320791426	0.133958246655421	12	15523037	15524797	-1	protein_coding	hexim1	hexamethylene bis-acetamide inducible 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4637]
ENSDARG00000093112	0.0188476544910966	0.129868472645156	-0.272128157867095	2	23109841	23136809	1	protein_coding	espnlb	espin-like b [Source:ZFIN;Acc:ZDB-GENE-070912-481]
ENSDARG00000010515	0.0188487870165177	0.129868472645156	-0.328454512943736	23	29981807	30065927	1	protein_coding	dvl1a	dishevelled segment polarity protein 1a [Source:ZFIN;Acc:ZDB-GENE-090312-40]
ENSDARG00000032079	0.0188675376270919	0.1299521472908	-0.328840003274721	15	43038949	43122110	1	protein_coding	acsl3a	acyl-CoA synthetase long-chain family member 3a [Source:ZFIN;Acc:ZDB-GENE-050420-181]
ENSDARG00000033012	0.0188866267032214	0.130038093762362	0.162000969279408	6	11036839	11127460	-1	protein_coding	pcnt	pericentrin [Source:ZFIN;Acc:ZDB-GENE-030829-26]
ENSDARG00000100371	0.0189075594829251	0.130136669905045	0.10589994104665	2	56935780	56961732	1	protein_coding	eef2b	eukaryotic translation elongation factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5128]
ENSDARG00000074367	0.0189446880807872	0.130346610436224	-0.172471025796135	7	51049756	51081785	1	protein_coding	CR381676.1	
ENSDARG00000041908	0.0189538557031295	0.130364089348343	0.138678280243136	5	68055847	68072444	1	protein_coding	usp39	ubiquitin specific peptidase 39 [Source:ZFIN;Acc:ZDB-GENE-030131-966]
ENSDARG00000077396	0.0189640147391798	0.130388372574067	-0.301246719865047	15	25462862	25499820	-1	protein_coding	tlcd2	TLC domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-080204-81]
ENSDARG00000041391	0.0189761361524874	0.130426126574277	-0.101790624580207	20	46632878	46638114	-1	protein_coding	tmed10	transmembrane p24 trafficking protein 10 [Source:ZFIN;Acc:ZDB-GENE-030131-4915]
ENSDARG00000079947	0.0190194760966665	0.130649887831291	-0.293760214613559	21	17243516	17259903	-1	protein_coding	gfi1b	growth factor independent 1B transcription repressor [Source:ZFIN;Acc:ZDB-GENE-091118-129]
ENSDARG00000045402	0.0190219754333189	0.130649887831291	0.242304279463569	24	17112374	17115224	1	protein_coding	commd3	COMM domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-041219-3]
ENSDARG00000095678	0.019037564618248	0.130683333863082	-0.326520724311903	2	59052389	59230184	-1	protein_coding	ftr36	finTRIM family, member 36 [Source:ZFIN;Acc:ZDB-GENE-070912-483]
ENSDARG00000075525	0.0190401319125409	0.130683333863082	0.249529108125082	17	25163616	25176480	1	protein_coding	cln8	ceroid-lipofuscinosis, neuronal 8 [Source:ZFIN;Acc:ZDB-GENE-060906-3]
ENSDARG00000054319	0.0190571773461923	0.130738488192808	-0.2979873675564	21	20734446	20749252	1	protein_coding	oxct1b	3-oxoacid CoA transferase 1b [Source:ZFIN;Acc:ZDB-GENE-060929-212]
ENSDARG00000036952	0.0190614602275925	0.130738488192808	-0.285438658252793	23	30932555	30964319	1	protein_coding	XKR7 (1 of many)	XK related 7 [Source:HGNC Symbol;Acc:HGNC:23062]
ENSDARG00000040245	0.0190781927234444	0.130807643451681	0.119379396733499	1	2112613	2151759	1	protein_coding	kpnb3	karyopherin (importin) beta 3 [Source:ZFIN;Acc:ZDB-GENE-030424-2]
ENSDARG00000097526	0.0191368774958384	0.131164291714508	-0.315133907012375	21	22333233	22335576	1	lincRNA	si:ch73-112l6.6	si:ch73-112l6.6 [Source:ZFIN;Acc:ZDB-GENE-131121-439]
ENSDARG00000097482	0.0191533018693318	0.131231139349225	0.286507278556564	6	14821224	14841418	-1	antisense	si:ch73-30b17.2	si:ch73-30b17.2 [Source:ZFIN;Acc:ZDB-GENE-131121-562]
ENSDARG00000000966	0.0191828463840266	0.131356313925249	0.113840413684451	8	43372649	43568148	-1	protein_coding	ncor2	nuclear receptor corepressor 2 [Source:ZFIN;Acc:ZDB-GENE-030616-81]
ENSDARG00000041464	0.0191849265368939	0.131356313925249	0.327231359818295	16	53894398	53896034	-1	pseudogene	CABZ01047424.1	
ENSDARG00000103002	0.019199486746744	0.131410265760334	-0.325133316010408	25	28875914	28920387	-1	protein_coding	nptna	neuroplastin a [Source:ZFIN;Acc:ZDB-GENE-030804-7]
ENSDARG00000076144	0.0192128607845716	0.131444662490413	0.188075124898752	3	54489467	54519018	1	protein_coding	si:ch211-74m13.3	si:ch211-74m13.3 [Source:ZFIN;Acc:ZDB-GENE-060503-219]
ENSDARG00000076280	0.0192178765351242	0.131444662490413	-0.277083917493634	19	4996331	5045916	1	protein_coding	ppp1r1b	protein phosphatase 1, regulatory (inhibitor) subunit 1B [Source:ZFIN;Acc:ZDB-GENE-120126-1]
